broomstick;0; метловище; 
brought;0; привел; 
building;0; здание; 
built;0; построен; 
bulstrode;0; Булстроуд; 
bulstrode's;0; Булстроуд-х; 
burning;0; сжигание; 
burst;0; взрыв; 
business;0; бизнес; 
busy;0; занятый; 
but;0; но; 
butterflies;0; бабочки; 
buy;0; купить; 
bye;0; пока; 
bylaws;0; устав; 
cabbages;0; капуста; 
cage;0; клетка; 
call;0; вызов; 
called;0; называется; 
calls;0; звонки; 
calm;0; спокойный; 
came;0; пришел; 
camera;0; камера; 
can;0; Можно; 
can't;0; не может; 
cancel;0; Отмена; 
canceled;0; отменен; 
cannot;0; не могу; 
capable;0; способный; 
capture;0; захватить; 
car;0; автомобиль; 
care;0; забота; 
career;0; карьера; 
careful;0; осторожный; 
cares;0; заботы; 
carry;0; нести; 
case;0; дело; 
cast;0; бросать; 
castle;0; замок; 
cat;0; Кот; 
catch;0; поймать; 
caught;0; пойманный; 
cauldron;0; котел; 
causes;0; причины; 
caution;0; осторожность; 
cease;0; прекращение; 
celebrating;0; празднуя; 
celebrity;0; знаменитость; 
centuries;0; века; 
certain;0; определенный; 
certainly;0; безусловно; 
chamber;0; камера; 
chance;0; шанс; 
change;0; изменение; 
changing;0; изменения; 
charge;0; заряд; 
charm;0; очарование; 
charming;0; обаятельный; 
charms;0; Чары; 
chase;0; гнаться; 
cheap;0; дешево; 
check;0; проверить; 
cheerful;0; веселая; 
cheers;0; ура; 
choice;0; выбор; 
choices;0; выбор; 
chop;0; нарубить; 
chose;0; выбрал; 
circumstances;0; обстоятельства; 
cistem;0; cistem; 
civilized;0; цивилизованный; 
class;0; класс; 
clear;0; Чисто; 
cleared;0; очищается; 
clearly;0; явно; 
clearwater;0; чистая вода; 
cloak;0; плащ; 
close;0; Закрыть; 
closed;0; закрыто; 
closely;0; тесно; 
clothes;0; одежда; 
club;0; клуб; 
clue;0; ключ к разгадке; 
codswallop;0; чепуха; 
coexisted;0; сосуществовали; 
cold;0; холодно; 
colin;0; Colin; 
collected;0; собранный; 
come;0; приехать; 
comes;0; выходит; 
command;0; команда; 
common;0; общий; 
complete;0; полный; 
complicated;0; сложно; 
concern;0; беспокойство; 
confidence;0; уверенность; 
confused;0; смущенный; 
congratulations;0; поздравления; 
consequences;0; последствия; 
control;0; контроль; 
conversation;0; разговор; 
cool;0; круто; 
cornelius;0; Корнелий; 
corners;0; углы; 
cornish;0; корнуоллский; 
corridor;0; коридор; 
corridors;0; коридоры; 
coughing;0; кашляющий; 
could;0; мог; 
could've;0; мог бы; 
couldn't;0; не может; 
count;0; подсчитывать; 
countercurse;0; countercurse; 
countless;0; бесчисленный; 
course;0; курс; 
cousin;0; двоюродная сестра; 
crabbe;0; Крэбб; 
creature;0; существо; 
creatures;0; существа; 
credit;0; кредит; 
creevey;0; Криви; 
cries;0; крики; 
cry;0; плакать; 
crying;0; плач; 
cubicle;0; кабинка; 
culprit;0; преступник; 
cupboard;0; шкаф; 
cure;0; лечение; 
curiously;0; странно; 
currently;0; В данный момент; 
curse;0; проклятие; 
dad;0; папа; 
dad's;0; папа; 
daily;0; ежедневно; 
damage;0; наносить ущерб; 
damn;0; черт; 
danger;0; Опасность; 
dangerous;0; опасно; 
dare;0; сметь; 
dark;0; темно; 
daughter;0; дочь; 
daughters;0; дочери; 
day;0; день; 
daylight;0; дневной свет; 
days;0; дней; 
dead;0; мертвый; 
deadly;0; смертоносный; 
deal;0; по рукам; 
dear;0; Уважаемые; 
death;0; смерть; 
decent;0; порядочный; 
decided;0; приняли решение; 
decree;0; постановление; 
defeat;0; поражение; 
defend;0; защищать; 
defender;0; защитник; 
defense;0; защита; 
definitely;0; определенно; 
deliver;0; доставить; 
delivered;0; доставлен; 
demonstration;0; демонстрация; 
deny;0; Отрицать; 
departing;0; вылетающих; 
description;0; описание; 
desire;0; желание; 
destroyed;0; разрушенный; 
details;0; Детали; 
detention;0; задержание; 
determination;0; определение; 
determine;0; определить; 
devastation;0; опустошение; 
devil;0; дьявол; 
devilishly;0; ужасно; 
devising;0; разработки; 
diagon;0; Косой; 
diagonally;0; по диагонали; 
diary;0; дневник; 
did;0; сделал; 
didn't;0; не; 
die;0; умереть; 
died;0; умер; 
different;0; другой; 
difficult;0; сложно; 
dinner;0; ужин; 
dippet;0; Диппет; 
directly;0; непосредственно; 
dirty;0; грязный; 
disarm;0; разоружаться; 
discovered;0; обнаруженный; 
disgrace;0; бесчестие; 
disgraces;0; опал; 
disgusted;0; чувствующий отвращение; 
disgusting;0; отвратительный; 
dispose;0; располагать; 
disregard;0; невнимание; 
distant;0; отдаленный; 
distraught;0; обезумевший; 
disturbed;0; нарушенный; 
dobby;0; Добби; 
dodgy;0; изворотливый; 
does;0; делает; 
doesn't;0; не; 
doing;0; дела; 
don't;0; не; 
done;0; сделанный; 
doomed;0; обреченный; 
door;0; дверь; 
dormitories;0; общежития; 
down;0; вниз; 
dozed;0; дремала; 
dozen;0; дюжина; 
draco;0; Дракон; 
draco's;0; Драко; 
draught;0; проект; 
dreadful;0; ужасный; 
drink;0; напиток; 
drinker;0; пьющий; 
drive;0; водить машину; 
driven;0; управляемый; 
drowsy;0; сонный; 
duck;0; утка; 
dudley;0; Dudley; 
dudley's;0; Дадли; 
dueling;0; дуэль; 
dumbledore;0; Думбльдор; 
dumbledore's;0; Дамблдора; 
dunk;0; замочить; 
each;0; каждый; 
earlier;0; ранее; 
earmuffs;0; теплые наушники; 
easy;0; легко; 
eat;0; есть; 
eating;0; принимать пищу; 
effect;0; эффект; 
egging;0; толкая; 
either;0; или; 
elf;0; эльф; 
elf's;0; эльфа; 
else;0; еще; 
elves;0; эльфы; 
embarrassment;0; конфуз; 
emendo;0; emendo; 
empty;0; пустой; 
enchanted;0; зачарованный; 
end;0; конец; 
ends;0; концы; 
enemies;0; враги; 
enlighten;0; просветить; 
enough;0; достаточно; 
enslavement;0; порабощение; 
entire;0; все; 
entirely;0; полностью; 
entrance;0; вход; 
equal;0; равный; 
equipment;0; оборудование; 
errol;0; Эррол; 
escape;0; побег; 
escaped;0; спасся; 
escaping;0; побег; 
escorted;0; сопровождают; 
especially;0; особенно; 
essence;0; сущность; 
evanesca;0; evanesca; 
even;0; даже; 
evening;0; вечер; 
events;0; Мероприятия; 
ever;0; Когда-либо; 
everte;0; everte; 
every;0; каждый; 
everybody;0; все; 
everyone;0; все; 
everyone's;0; все это; 
everything's;0; все в; 
everywhere;0; везде; 
evidence;0; доказательства; 
exactly;0; в точку; 
exams;0; Экзамены; 
excellent;0; отлично; 
except;0; Кроме; 
exceptions;0; исключения; 
excuse;0; оправдание; 
exist;0; существовать; 
expect;0; ожидать; 
expecting;0; ожидая; 
expel;0; высылать; 
expelled;0; исключенный; 
expelliarmus;0; Экспеллиармус; 
expensive;0; дорогая; 
exposure;0; воздействие; 
expressions;0; выражения; 
extra;0; дополнительный; 
extraordinary;0; необычайный; 
exumai;0; exumai; 
eye;0; глаз; 
eyes;0; глаза; 
face;0; лицо; 
facing;0; облицовочный; 
fact;0; факт; 
fainted;0; упал в обморок; 
fame;0; известность; 
families;0; семьи; 
family;0; семья; 
famous;0; известный; 
fan;0; поклонник; 
fancies;0; причуды; 
fang;0; клык; 
far;0; далеко; 
fascinating;0; очаровательный; 
fashioned;0; вылеплены; 
fast;0; быстро; 
faster;0; Быстрее; 
fatal;0; фатальный; 
fate;0; судьба; 
father;0; отец; 
father's;0; отец; 
fault;0; придираться; 
faulty;0; дефектный; 
fawkes;0; Фоукс; 
fear;0; страх; 
feared;0; боялись; 
fears;0; боится; 
fearsome;0; грозный; 
feast;0; праздник; 
feed;0; корм; 
feel;0; Чувствовать; 
feels;0; чувствует; 
feet;0; ноги; 
fell;0; упал; 
fetch;0; получать; 
few;0; мало; 
fickle;0; непостоянный; 
fifty;0;50; 
filch;0; стащить; 
filch's;0; Филча; 
filled;0; заполненный; 
filthy;0; отвратительный; 
find;0; найти; 
fine;0; отлично; 
finish;0; Конец; 
finished;0; законченный; 
finite;0; конечный; 
finnegan;0; Финнегэн; 
fire;0; Огонь; 
firmly;0; твердо; 
first;0; первый; 
fit;0; поместиться; 
fits;0; припадки; 
fitting;0; примерка; 
five;0;5; 
fix;0; фиксировать; 
flame;0; пламя; 
flaps;0; закрылки; 
flee;0; бежать; 
flesh;0; плоть; 
flew;0; полетела; 
flexible;0; гибкий; 
flies;0; летит; 
flint;0; кремень; 
floo;0; FLOO; 
flooded;0; затопленный; 
floor;0; пол; 
flourish;0; процветать; 
flouted;0; попирает; 
fly;0; летать; 
flying;0; летающий; 
follow;0; следовать; 
food;0; питание; 
foolish;0; глупый; 
fools;0; дураки; 
for;0; для; 
force;0; сила; 
forest;0; лес; 
forever;0; навсегда; 
forget;0; забывать; 
forgive;0; прощать; 
forgotten;0; забытый; 
form;0; форма; 
fortunately;0; к счастью; 
foul;0; фол; 
foulest;0; гнусная; 
found;0; найденный; 
founded;0; основанный; 
founders;0; учредители; 
four;0;4; 
framed;0; обрамленный; 
fraud;0; мошенничество; 
freaky;0; бредовый; 
fred;0; Фред; 
free;0; свободно; 
freed;0; освобожденный; 
fresh;0; свежий; 
freshly;0; недавно; 
fret;0; размывать; 
friend;0; друг; 
friends;0; друзья; 
from;0; из; 
front;0; фронт; 
fudge;0; помадка; 
full;0; полный; 
fun;0; весело; 
function;0; функция; 
funny;0; веселая; 
fur;0; мех; 
fuss;0; суетиться; 
future;0; будущее; 
gain;0; усиление; 
game;0; игра; 
gamekeeper;0; егерь; 
gateway;0; шлюз; 
gather;0; собирать; 
gave;0; дал; 
gear's;0; шестерня-х; 
gentlemen;0; господа; 
george;0; Джордж; 
get;0; получить; 
gets;0; получает; 
getting;0; получение; 
ghost;0; призрак; 
giant;0; гигант; 
gift;0; подарок; 
gifted;0; одаренный; 
gilderoy;0; Гилдера; 
ginny;0; Ginny; 
girl;0; девушка; 
girl's;0; девичий; 
girlfriend;0; Подруга; 
girls;0; девочки; 
give;0; дайте; 
given;0; данный; 
glad;0; довольный; 
glasses;0; очки; 
goal;0; Цель; 
goblets;0; бокалы; 
godric;0; Годрик; 
goes;0; идет; 
going;0; собирается; 
golfer;0; игрок в гольф; 
gone;0; прошло; 
gonna;0; собирается; 
good;0; хорошо; 
goodbye;0; Прощай; 
goodness;0; доброта; 
got;0; получил; 
governors;0; губернаторы; 
goyle;0; Гойл; 
graciously;0; любезно; 
gran;0; бабуля; 
grandson;0; внук; 
granger;0; управляющий фермой; 
granted;0; предоставляется; 
grasp;0; схватывание; 
grate;0; решетка; 
grateful;0; благодарный; 
great;0; Великий; 
greatest;0; величайший; 
greatness;0; величие; 
greenhouse;0; теплица; 
grounds;0; основания; 
grow;0; расти; 
growing;0; рост; 
grows;0; растет; 
growth;0; рост; 
gryffindor;0; Гриффиндор; 
guess;0; Угадай; 
guesses;0; догадок; 
guilty;0; виновный; 
had;0; имел; 
hadn't;0; не имел; 
hagrid;0; Хагрид; 
hagrid's;0; Хагрид; 
hair;0; волосы; 
hairs;0; волосы; 
hairy;0; волосатый; 
half;0; половина; 
hall;0; зал; 
hand;0; рука; 
hand's;0; Руки; 
hands;0; Руки; 
hang;0; вешать; 
happen;0; случаться; 
happened;0; получилось; 
happening;0; происходит; 
happy;0; счастливый; 
harder;0; Сильнее; 
harm;0; вред; 
harmoniously;0; гармонично; 
harry;0; Гарри; 
harry's;0; Гарри; 
has;0; имеет; 
hasn't;0; не имеет; 
hat;0; шапка; 
have;0; иметь; 
haven't;0; не; 
having;0; имеющий; 
he'll;0; ад; 
he's;0; он; 
head;0; глава; 
heading;0; заголовок; 
headless;0; Обезглавленный; 
headmaster;0; старший мастер; 
healing;0; исцеление; 
healthy;0; здоровый; 
hear;0; заслушивать; 
heard;0; услышанным; 
hearing;0; слух; 
hears;0; слышит; 
heart;0; сердце; 
heartbeat;0; сердцебиение; 
hearts;0; сердца; 
heavy;0; тяжелый; 
hedwig;0; Хедвиг; 
heir;0; наследник; 
helga;0; Хельга; 
hell;0; ад; 
hello;0; Здравствуйте; 
help;0; Помогите; 
helping;0; помощь; 
her;0; ее; 
here;0; Вот; 
hereby;0; настоящим; 
hermione;0; Гермионе; 
hermione's;0; Гермионы; 
hey;0; Привет; 
hidden;0; скрытый; 
hide;0; скрывать; 
him;0; его; 
himself;0; сам; 
his;0; его; 
history;0; история; 
hit;0; удар; 
hiya;0; хия; 
hogwarts;0; Хогвартс; 
hold;0; держать; 
hole;0; дыра; 
hollow;0; полый; 
home;0; Главная; 
honestly;0; честно говоря; 
honor;0; честь; 
honorary;0; почетный; 
hope;0; надежда; 
hoped;0; надеялся; 
hopes;0; надеется; 
hornby;0; Хорнби; 
horrible;0; какой ужас; 
horror;0; ужастик; 
hospital;0; больница; 
hour;0; час; 
hours;0; часов; 
house;0; дом; 
how;0; как; 
how's;0; как это; 
however;0; Однако; 
howler;0; ревун; 
hufflepuff;0; Хаффлпафф; 
human;0; человек; 
hundreds;0; сотни; 
hungry;0; голодный; 
hurry;0; торопиться; 
hurt;0; причинить боль; 
hush;0; тишина; 
i'd;0; Я бы; 
i'ii;0; i'ii; 
i'll;0; больной; 
i'm;0; я; 
i've;0; я; 
ice;0; лед; 
idea;0; идея; 
identified;0; идентифицированный; 
ignored;0; игнорируются; 
ill;0; больной; 
imagine;0; представить; 
immediately;0; немедленно; 
immensely;0; очень; 
immobulus;0; immobulus; 
impress;0; впечатление; 
impression;0; впечатление; 
incantatem;0; Incantatem; 
incidentally;0; между прочим; 
increases;0; увеличивается; 
indeed;0; в самом деле; 
inflicted;0; навязанный; 
information;0; Информация; 
innocent;0; невинный; 
inquiry;0; запрос; 
inside;0; внутри; 
instant;0; мгновенное; 
intentionally;0; намеренно; 
interrogating;0; допрашивать; 
into;0; в; 
introduce;0; вводить; 
invisibility;0; невидимость; 
iron;0; железо; 
isn't;0; не; 
it'd;0; это было; 
it'll;0; это будет; 
it's;0; его; 
its;0; его; 
itself;0; сам; 
jammed;0; зажатый; 
japanese;0; Японский; 
job;0; работа; 
joke;0; шутка; 
judging;0; судейство; 
juice;0; сок; 
jumper;0; джемпер; 
just;0; просто; 
justin;0; джастин; 
keep;0; держать; 
kept;0; хранится; 
kill;0; убийство; 
killed;0; убитый; 
killing;0; убийство; 
killings;0; убийства; 
kills;0; убийств; 
kind;0; своего рода; 
knew;0; знал; 
knock;0; постучать; 
knockturn;0; Ноктюрн; 
know;0; знать; 
knowing;0; знание; 
known;0; известен; 
knows;0; знает; 
ladies;0; дамы; 
lads;0; братва; 
lamp;0; лампа; 
land;0; земельные участки; 
language;0; язык; 
last;0; последний; 
late;0; поздно; 
lately;0; в последнее время; 
later;0; позже; 
laugh;0; смех; 
lavatory;0; уборная; 
lead;0; вести; 
league;0; лига; 
learned;0; научился; 
learning;0; обучение; 
least;0; наименее; 
leave;0; оставлять; 
leaves;0; листья; 
leaving;0; уход; 
left;0; оставил; 
legend;0; легенда; 
lemon;0; лимон; 
less;0; Меньше; 
lesson;0; урок; 
let;0; позволять; 
let's;0; Давайте; 
letters;0; буквы; 
letting;0; сдача в аренду; 
leviosa;0; Leviosa; 
library;0; библиотека; 
lie;0; ЛОЖЬ; 
lies;0; вранье; 
life;0; жизнь; 
light;0; легкий; 
like;0; как; 
likely;0; вероятно; 
line;0; линия; 
lion;0; лев; 
list;0; список; 
listen;0; Слушать; 
listened;0; прислушивался; 
little;0; немного; 
live;0; жить; 
lived;0; жил; 
living;0; живой; 
loads;0; грузы; 
lockhart;0; Локхарт; 
lockhart's;0; Локхарт; 
long;0; длинный; 
longbottom's;0; Лонгботтома; 
longer;0; дольше; 
look;0; смотреть; 
looking;0; Ищу; 
looks;0; выглядит; 
loose;0; свободный; 
lord;0; господин; 
loss;0; потеря; 
lost;0; потерял; 
lot;0; много; 
lounge;0; гостиная; 
loved;0; любимый; 
loves;0; любит; 
lower;0; ниже; 
loyal;0; верный; 
loyalty;0; лояльность; 
lucius;0; Луций; 
luck;0; везение; 
ma'am;0; сударыня; 
mad;0; Сумасшедший; 
madam;0; Госпожа; 
made;0; сделал; 
magic;0; магия; 
magical;0; волшебный; 
mail;0; почта; 
make;0; делать; 
makes;0; марки; 
making;0; изготовление; 
malfoy;0; Малфоя; 
malfoys;0; Малфои; 
man;0; человек; 
manage;0; управлять; 
managed;0; удалось; 
mandragora;0; мандрагора; 
mandrake;0; мандрагора; 
mandrake's;0; мандрагоры; 
mandrakes;0; мандрагоры; 
mangled;0; искромсанный; 
many;0; многие; 
mark;0; отметка; 
marvolo;0; Марволо; 
masons;0; каменщики; 
master;0; мастер; 
match;0; совпадение; 
matchbox;0; коробок спичек; 
matter;0; дело; 
matured;0; созревший; 
may;0; май; 
maybe;0; может быть; 
mcgonagall;0; МакГонагалл; 
mcgonagall's;0; МакГонагалл; 
mean;0; имею в виду; 
means;0; означает; 
meant;0; имел ввиду; 
meantime;0; то время; 
meat;0; мясо; 
meddlesome;0; надоедливый; 
meet;0; встретить; 
meeting;0; встреча; 
member;0; член; 
memories;0; воспоминания; 
memory;0; Память; 
men;0; люди; 
menace;0; угроза; 
mend;0; поправляться; 
mention;0; упомянуть; 
mere;0; всего лишь; 
merlin;0; Мерлин; 
mess;0; беспорядок; 
message;0; сообщение; 
messages;0; Сообщения; 
met;0; встретил; 
middle;0; средний; 
midst;0; среди; 
might;0; мог бы; 
millicent;0; Миллисент; 
mind;0; разум; 
minding;0; помышления; 
minds;0; умов; 
mine;0; мой; 
minerva;0; Минерва; 
minister;0; министр; 
ministry;0; министерство; 
ministry's;0; Министерства; 
minute;0; минут; 
minutes;0; минут; 
mirror;0; зеркало; 
miserable;0; несчастный; 
misleading;0; вводящий в заблуждение; 
miss;0; Мисс; 
missed;0; пропущенный; 
mistaken;0; ошибочный; 
misuse;0; злоупотребление; 
moaning;0; стонать; 
moment;0; момент; 
monster;0; монстр; 
monster's;0; монстра; 
monsters;0; монстры; 
month;0; месяц; 
months;0; месяцы; 
moping;0; хандрить; 
more;0; Больше; 
morning;0; утро; 
most;0; большинство; 
mother;0; мама; 
move;0; переехать; 
movement;0; движение; 
moving;0; перемещение; 
mrs;0; Г-жа; 
much;0; много; 
mudblood;0; грязнокровка; 
mudblood's;0; грязнокровка-х; 
mudbloods;0; Грязнокровки; 
muggle;0; магл; 
muggles;0; магглы; 
mum;0; мама; 
mummy;0; Мама; 
murdered;0; убитый; 
murderer;0; убийца; 
must;0; должен; 
mustn't;0; нельзя; 
myrtle;0; мирт; 
myrtle's;0; мирт-х; 
myself;0; себя; 
name;0; имя; 
named;0; названный; 
names;0; имена; 
nasty;0; противный; 
naturally;0; естественно; 
near;0; возле; 
nearly;0; около; 
neck;0; шея; 
need;0; необходимость; 
needing;0; нуждаясь; 
needs;0; потребности; 
neglecting;0; пренебрегающий; 
nephew;0; племянник; 
never;0; никогда; 
neville;0; Невиль; 
new;0; новый; 
next;0; следующий; 
nice;0; хороший; 
nicely;0; мило; 
nicholas;0; Николай; 
nick;0; Ник; 
night;0; ночь; 
nimbus;0; нимб; 
nine;0;9; 
ninth;0; девятый; 
nip;0; щипок; 
noble;0; благородный; 
nobody;0; никто; 
noise;0; шум; 
non;0; не; 
none;0; никто; 
norris;0; Norris; 
not;0; не; 
note;0; заметка; 
nothing;0; ничего; 
notice;0; уведомление; 
now;0; Теперь; 
oaf;0; уродливый; 
obeys;0; слушается; 
obliviate;0; obliviate; 
obvious;0; очевидный; 
obviously;0; очевидно; 
occasions;0; случаи; 
oculus;0; Oculus; 
odd;0; странный; 
off;0; от; 
offend;0; обижать; 
office;0; офис; 
okay;0; Хорошо; 
old;0; старый; 
olive;0; оливковый; 
once;0; один раз; 
one;0; один; 
one's;0; один это; 
only;0; только; 
open;0; открытый; 
opened;0; открытый; 
opinion;0; мнение; 
opponent;0; противник; 
order;0; заказ; 
original;0; оригинал; 
other;0; Другие; 
others;0; другие; 
otherwise;0; в противном случае; 
our;0; наш; 
ourselves;0; сами; 
out;0; вне; 
outside;0; за пределами; 
over;0; над; 
overtime;0; со временем; 
owing;0; обязанный; 
owl;0; сова; 
own;0; своя; 
page;0; страница; 
pages;0; страницы; 
pain;0; боль; 
painful;0; болезненный; 
pair;0; пара; 
panic;0; паника; 
papers;0; документы; 
pardon;0; помилование; 
parents;0; родители; 
parselmouth;0; змееуст; 
parseltongue;0; змеином; 
part;0; часть; 
particularly;0; в частности; 
password;0; пароль; 
past;0; мимо; 
pay;0; платить; 
paying;0; платеж; 
penetrates;0; проникает внутрь; 
people;0; люди; 
percy;0; Percy; 
perhaps;0; возможно; 
permission;0; разрешение; 
person;0; человек; 
persuasive;0; убедительный; 
peskipiksi;0; peskipiksi; 
pesternomi;0; pesternomi; 
petrified;0; окаменела; 
petrify;0; окаменевать; 
pets;0; домашние питомцы; 
petunia;0; петуния; 
phoenix;0; Феникс; 
phoenixes;0; фениксов; 
physical;0; физическое; 
picture;0; картина; 
pigeon;0; голубь; 
pigging;0; Очистка полости; 
pipes;0; трубы; 
pitch;0; подача; 
pity;0; жалость; 
pixies;0; пикси; 
place;0; место; 
plan;0; план; 
platform;0; Платформа; 
play;0; играть; 
playing;0; играть; 
please;0; пожалуйста; 
pleasure;0; удовольствие; 
plenty;0; много; 
plot;0; сюжет; 
plotting;0; черчения; 
plucked;0; щипковые; 
plumber;0; водопроводчик; 
plumbing;0; водопровод; 
pocket;0; карман; 
point;0; точка; 
points;0; точки; 
polyjuice;0; Оборотный; 
pomfrey;0; Помфри; 
poor;0; бедные; 
possess;0; обладать; 
possibly;0; возможно; 
post;0; после; 
pot;0; горшок; 
potion;0; зелье; 
potions;0; микстур; 
pots;0; горшки; 
potter;0; гончар; 
potter's;0; гончарное; 
pour;0; наливать; 
powder;0; порошок; 
power;0; мощность; 
powerful;0; мощный; 
powers;0; полномочия; 
practice;0; практика; 
prefect;0; префект; 
prepared;0; подготовленный; 
present;0; настоящее время; 
presented;0; представленный; 
presents;0; подарки; 
preserved;0; сохраняется; 
preserving;0; сохранение; 
presume;0; предполагать; 
pretending;0; претендующий; 
pretty;0; Симпатичная; 
prison;0; тюрьма; 
prizes;0; призы; 
proceed;0; продолжить; 
process;0; обработать; 
professor;0; профессор; 
program;0; программа; 
promise;0; обещание; 
proof;0; доказательство; 
proper;0; правильный; 
properly;0; должным образом; 
properties;0; свойства; 
prophet;0; пророк; 
protect;0; защищать; 
protection;0; защита; 
proud;0; гордый; 
prove;0; доказывать; 
proven;0; доказанный; 
provoke;0; провоцировать; 
prudent;0; предусмотрительный; 
published;0; опубликованный; 
pull;0; вытащить; 
pumpkin;0; тыква; 
punch;0; перфоратор; 
punish;0; наказать; 
punishment;0; наказание; 
purchase;0; покупка; 
pure;0; чистый; 
purely;0; чисто; 
purge;0; чистка; 
put;0; положил; 
python;0; питон; 
qualities;0; качества; 
question;0; вопрос; 
quick;0; быстро; 
quicker;0; быстрее; 
quickly;0; быстро; 
quidditch;0; квиддичу; 
quiet;0; тихо; 
quite;0; довольно; 
raids;0; рейды; 
raised;0; поднятый; 
rate;0; ставка; 
rather;0; скорее; 
ravenclaw;0; Равенкло; 
ravenclaws;0; рейвенкловцы; 
read;0; читать; 
reading;0; чтение; 
ready;0; готов; 
real;0; реальный; 
realize;0; понимать; 
realized;0; понял; 
really;0; действительно; 
reason;0; причина; 
reborn;0; возродиться; 
recall;0; отзыв; 
receive;0; Получать; 
recent;0; недавний; 
recommend;0; рекомендовать; 
